0.000000, 1.779993
0.005086, 0.498959
0.007039, 0.200810
0.009077, 0.133620
0.011131, 0.011858
0.013198, 0.000504
0.015276, 0.000970
0.017363, 0.002305
0.019456, 0.002440
0.021555, 0.001877
0.023659, 0.001428
0.025765, 0.001171
0.027875, 0.000996
0.029987, 0.000849
0.032101, 0.000718
0.034216, 0.000608
0.036333, 0.000517
0.038450, 0.000442
0.040568, 0.000380
0.042687, 0.000327
0.044807, 0.000283
0.046927, 0.000246
0.049047, 0.000214
0.051168, 0.000187
0.053288, 0.000164
0.055410, 0.000145
0.057531, 0.000128
0.059652, 0.000114
0.061774, 0.000101
0.063895, 0.000090
0.066017, 0.000081
0.068139, 0.000073
0.070260, 0.000066
0.072382, 0.000060
0.074504, 0.000054
0.076626, 0.000049
0.078748, 0.000045
0.080870, 0.000041
0.082992, 0.000038
0.085114, 0.000035
0.087236, 0.000032
0.089358, 0.000029
0.091480, 0.000027
0.093602, 0.000025
0.095724, 0.000023
0.097846, 0.000022
0.099968, 0.000020
0.102090, 0.000019
0.104212, 0.000018
0.106334, 0.000017
0.108456, 0.000016
0.110578, 0.000015
0.112700, 0.000014
0.114822, 0.000013
0.116944, 0.000012
0.119066, 0.000012
0.121188, 0.000011
0.123310, 0.000010
0.125432, 0.000010
0.127554, 0.000009
0.129676, 0.000009
0.131798, 0.000008
0.133920, 0.000008
0.136042, 0.000008
0.138164, 0.000007
0.140286, 0.000007
0.142408, 0.000007
0.144530, 0.000006
0.146652, 0.000006
0.148774, 0.000006
0.150896, 0.000006
0.153017, 0.000005
0.155139, 0.000005
0.157261, 0.000005
0.159383, 0.000005
0.161505, 0.000004
0.163627, 0.000004
0.165749, 0.000004
0.167870, 0.000004
0.169992, 0.000004
0.172114, 0.000004
0.174236, 0.000004
0.176358, 0.000003
0.178480, 0.000003
0.180601, 0.000003
0.182723, 0.000003
0.184845, 0.000003
0.186967, 0.000003
0.189089, 0.000003
0.191210, 0.000003
0.193332, 0.000003
0.195454, 0.000003
0.197576, 0.000002
0.199697, 0.000002
0.201819, 0.000002
0.203941, 0.000002
0.206063, 0.000002
0.208184, 0.000002
0.210306, 0.000002
0.212428, 0.000002
0.214549, 0.000002
0.216671, 0.000002
0.218793, 0.000002
0.220915, 0.000002
0.223036, 0.000002
0.225158, 0.000002
0.227280, 0.000002
0.229401, 0.000002
0.231523, 0.000002
0.233645, 0.000002
0.235766, 0.000002
0.237888, 0.000001
0.240010, 0.000001
0.242131, 0.000001
0.244253, 0.000001
0.246375, 0.000001
0.248496, 0.000001
0.250618, 0.000001
0.252740, 0.000001
0.254861, 0.000001
0.256983, 0.000001
0.259105, 0.000001
0.261226, 0.000001
0.263348, 0.000001
0.265470, 0.000001
0.267591, 0.000001
0.269713, 0.000001
0.271834, 0.000001
0.273956, 0.000001
0.276078, 0.000001
0.278199, 0.000001
0.280321, 0.000001
0.282443, 0.000001
0.284564, 0.000001
0.286686, 0.000001
0.288807, 0.000001
0.290929, 0.000001
0.293051, 0.000001
0.295172, 0.000001
0.297294, 0.000001
0.299415, 0.000001
0.301537, 0.000001
0.303659, 0.000001
0.305780, 0.000001
0.307902, 0.000001
0.310023, 0.000001
0.312145, 0.000001
0.314266, 0.000001
0.316388, 0.000001
0.318510, 0.000001
0.320631, 0.000001
0.322753, 0.000001
0.324874, 0.000001
0.326996, 0.000001
0.329118, 0.000001
0.331239, 0.000001
0.333361, 0.000001
0.335482, 0.000001
0.337604, 0.000001
0.339725, 0.000001
0.341847, 0.000001
0.343969, 0.000001
0.346090, 0.000001
0.348212, 0.000001
0.350333, 0.000001
0.352455, 0.000001
0.354576, 0.000001
0.356698, 0.000001
0.358819, 0.000001
0.360941, 0.000001
0.363063, 0.000001
0.365184, 0.000001
0.367306, 0.000001
0.369427, 0.000001
0.371549, 0.000001
0.373670, 0.000001
0.375792, 0.000001
0.377913, 0.000001
0.380035, 0.000001
0.382156, 0.000001
0.384278, 0.000001
0.386400, 0.000001
0.388521, 0.000001
0.390643, 0.000001
0.392764, 0.000001
0.394886, 0.000001
0.397007, 0.000001
0.399129, 0.000001
0.401250, 0.000001
0.403372, 0.000001
0.405493, 0.000001
0.407615, 0.000001
0.409736, 0.000001
0.411858, 0.000001
0.413980, 0.000001
0.416101, 0.000001
0.418223, 0.000001
0.420344, 0.000001
0.422466, 0.000001
0.424587, 0.000001
0.426709, 0.000001
0.428830, 0.000001
0.430952, 0.000001
0.433073, 0.000001
0.435195, 0.000001
0.437316, 0.000001
0.439438, 0.000001
0.441559, 0.000001
0.443681, 0.000001
0.445802, 0.000001
0.447924, 0.000001
0.450046, 0.000001
0.452167, 0.000001
0.454289, 0.000001
0.456410, 0.000001
0.458532, 0
